"customerkey","first_order_date","cohort_year","second_order_date","second_order_lag"
41316,"2022-07-02","2022","2022-11-16",137
291904,"2020-05-20","2020","2021-09-24",492
224110,"2022-12-26","2022","2023-12-01",340
345244,"2021-06-24","2021","2022-10-14",477
852444,"2021-05-10","2021","2023-07-15",796
2093545,"2020-02-27","2020","2022-01-13",686
992089,"2021-12-22","2021","2022-01-01",10
1481252,"2021-07-26","2021","2022-10-07",438
1888577,"2020-07-22","2020","2021-08-13",387
1278709,"2022-02-16","2022","2022-10-11",237
1212440,"2021-06-25","2021","2023-05-08",682
2039525,"2020-05-08","2020","2022-05-19",741
790782,"2020-10-28","2020","2022-10-13",715
1511209,"2022-07-07","2022","2023-03-17",253
753126,"2022-09-16","2022","2023-03-03",168
1945829,"2021-07-06","2021","2023-01-17",560
861996,"2022-07-18","2022","2023-08-05",383
214142,"2022-02-02","2022","2022-05-20",107
405928,"2022-05-03","2022","2022-12-05",216
827101,"2021-12-09","2021","2023-02-18",436
1903401,"2021-06-24","2021","2022-01-15",205
1775204,"2020-01-01","2020","2023-08-03",1310
1077195,"2020-07-11","2020","2021-08-10",395
1609462,"2022-12-10","2022","2023-09-06",270
357193,"2023-02-16","2023","2023-11-13",270
1547105,"2022-01-22","2022","2022-07-30",189
480975,"2021-12-25","2021","2022-06-30",187
2087126,"2020-03-17","2020","2022-07-14",849
513372,"2021-09-30","2021","2023-03-01",517
1932303,"2020-05-11","2020","2023-10-28",1265
2030482,"2020-06-24","2020","2022-06-09",715
586280,"2022-11-19","2022","2023-12-02",378
1330738,"2022-06-15","2022","2023-11-07",510
1133669,"2020-01-14","2020","2020-08-20",219
852835,"2022-10-05","2022","2023-05-24",231
466472,"2022-01-18","2022","2023-10-21",641
1621089,"2021-12-23","2021","2022-10-16",297
245823,"2021-12-18","2021","2022-10-31",317
1747484,"2021-06-26","2021","2021-06-30",4
1779328,"2020-01-16","2020","2023-10-14",1367
808571,"2023-06-30","2023","2023-08-23",54
778716,"2023-07-31","2023","2023-10-07",68
882281,"2021-11-24","2021","2022-12-29",400
1999596,"2023-10-10","2023","2023-11-03",24
316153,"2022-11-10","2022","2023-12-27",412
1489462,"2022-05-18","2022","2022-10-08",143
1654453,"2020-03-07","2020","2021-12-10",643
345926,"2022-05-17","2022","2023-05-13",361
2043261,"2020-01-25","2020","2021-10-21",635
1839004,"2022-03-17","2022","2023-02-08",328
2060788,"2021-01-25","2021","2022-05-14",474
1631571,"2020-06-18","2020","2021-06-19",366
697588,"2021-07-22","2021","2022-04-30",282
1471729,"2022-12-21","2022","2023-01-20",30
2037931,"2022-02-12","2022","2022-04-07",54
1752126,"2022-07-11","2022","2022-09-16",67
132679,"2022-04-23","2022","2023-06-30",433
1230228,"2022-03-24","2022","2022-08-03",132
674267,"2022-11-21","2022","2023-11-12",356
512698,"2020-03-10","2020","2021-08-31",539
1268790,"2020-01-23","2020","2022-02-26",765
217336,"2023-03-06","2023","2023-09-05",183
479581,"2022-06-11","2022","2023-09-09",455
1443115,"2022-05-19","2022","2022-07-21",63
272640,"2022-01-20","2022","2023-02-20",396
450326,"2022-05-14","2022","2023-02-16",278
776500,"2021-02-24","2021","2022-12-21",665
848093,"2022-01-05","2022","2023-12-04",698
1971488,"2022-06-09","2022","2023-02-18",254
1262649,"2022-08-14","2022","2023-05-24",283
1550332,"2020-12-24","2020","2021-09-20",270
263906,"2020-02-24","2020","2022-09-02",921
3081,"2021-12-09","2021","2022-05-05",147
801623,"2021-02-20","2021","2022-05-26",460
1768162,"2021-12-25","2021","2022-11-10",320
396421,"2021-08-31","2021","2022-08-18",352
561924,"2020-01-07","2020","2020-06-23",168
2009865,"2022-05-06","2022","2023-11-03",546
1554466,"2022-12-10","2022","2023-09-08",272
498245,"2020-11-05","2020","2022-03-29",509
469591,"2020-04-22","2020","2022-11-24",946
389714,"2022-10-26","2022","2022-12-15",50
631203,"2020-02-19","2020","2021-09-25",584
1870358,"2023-11-18","2023","2023-11-30",12
558890,"2020-07-13","2020","2023-02-17",949
986446,"2021-11-15","2021","2022-05-18",184
1844504,"2021-06-19","2021","2022-02-04",230
1525133,"2022-08-24","2022","2023-04-29",248
1669939,"2020-01-24","2020","2020-03-02",38
1474241,"2021-03-09","2021","2022-06-15",463
15390,"2020-05-30","2020","2023-06-28",1124
1241769,"2022-09-01","2022","2023-01-06",127
1264240,"2022-06-03","2022","2022-08-15",73
511213,"2023-02-02","2023","2023-02-03",1
1602040,"2022-02-17","2022","2022-03-12",23
1418446,"2023-06-19","2023","2023-07-28",39
605835,"2020-02-08","2020","2023-11-02",1363
1878078,"2021-10-13","2021","2022-09-08",330
1768394,"2022-01-08","2022","2023-12-25",716
1037597,"2022-08-29","2022","2023-07-07",312
1627710,"2022-11-19","2022","2023-05-27",189
374811,"2020-07-11","2020","2021-06-18",342
1476741,"2022-06-09","2022","2023-01-13",218
1921160,"2022-04-27","2022","2023-07-24",453
1881537,"2023-05-15","2023","2023-10-26",164
320042,"2022-02-24","2022","2023-03-01",370
2063070,"2022-02-15","2022","2022-05-25",99
121559,"2023-05-08","2023","2023-07-21",74
1699393,"2020-04-27","2020","2022-06-16",780
1268020,"2023-05-10","2023","2023-12-14",218
2099511,"2020-03-18","2020","2022-09-22",918
1375817,"2020-01-09","2020","2020-02-26",48
1120541,"2022-03-05","2022","2022-09-26",205
2018643,"2022-11-16","2022","2022-11-29",13
1532526,"2022-09-13","2022","2023-06-07",267
149221,"2023-02-20","2023","2023-05-19",88
2049941,"2022-08-13","2022","2022-09-21",39
2025576,"2021-07-15","2021","2022-12-27",530
1770264,"2022-10-22","2022","2023-02-14",115
1162693,"2022-07-26","2022","2022-09-01",37
1444712,"2022-12-01","2022","2023-12-10",374
546255,"2022-09-20","2022","2023-01-26",128
631673,"2020-06-27","2020","2022-04-14",656
1622830,"2021-10-12","2021","2022-05-28",228
2081638,"2022-05-17","2022","2022-07-07",51
1546666,"2022-03-26","2022","2022-10-31",219
345801,"2023-03-20","2023","2023-05-30",71
383720,"2022-05-19","2022","2023-09-16",485
364882,"2023-05-01","2023","2023-05-27",26
371640,"2022-12-31","2022","2023-07-12",193
1741270,"2020-05-27","2020","2022-07-23",787
871785,"2023-09-15","2023","2023-12-26",102
2028994,"2022-07-16","2022","2023-08-15",395
552021,"2020-01-15","2020","2021-12-28",713
1141898,"2020-05-12","2020","2022-01-23",621
2051238,"2022-09-08","2022","2022-12-22",105
867081,"2020-02-22","2020","2022-12-22",1034
1574797,"2020-02-28","2020","2021-02-19",357
1360602,"2021-09-28","2021","2023-02-22",512
912406,"2022-01-20","2022","2022-02-19",30
786194,"2021-02-10","2021","2023-11-07",1000
492547,"2022-04-22","2022","2022-05-09",17
411578,"2021-12-10","2021","2022-01-13",34
1985020,"2021-12-04","2021","2022-03-18",104
1251625,"2022-04-28","2022","2022-09-09",134
399414,"2022-02-17","2022","2022-03-09",20
1674497,"2023-03-04","2023","2023-10-02",212
1492007,"2022-05-17","2022","2022-08-13",88
1934442,"2020-01-11","2020","2023-10-01",1359
1003964,"2022-08-06","2022","2023-05-03",270
1519091,"2021-12-15","2021","2022-10-31",320
1031800,"2022-08-12","2022","2022-10-22",71
1772973,"2022-01-22","2022","2022-02-05",14
651534,"2022-12-24","2022","2023-06-15",173
1770537,"2021-12-16","2021","2022-10-12",300
1256199,"2020-03-05","2020","2022-11-19",989
1929146,"2022-02-03","2022","2022-07-11",158
1266427,"2022-08-09","2022","2023-12-06",484
1118939,"2022-11-30","2022","2023-01-06",37
1331321,"2022-02-09","2022","2023-10-26",624
1524380,"2022-11-04","2022","2023-12-09",400
1589643,"2023-02-18","2023","2023-12-23",308
1305436,"2021-02-24","2021","2023-09-19",937
1476717,"2022-10-05","2022","2023-12-27",448
2011121,"2022-03-01","2022","2022-07-12",133
1526498,"2023-12-01","2023","2023-12-15",14
1424519,"2021-06-25","2021","2022-03-08",256
5293,"2022-01-12","2022","2022-04-23",101
38451,"2021-12-27","2021","2022-12-14",352
1445130,"2022-03-07","2022","2022-05-24",78
21121,"2022-01-27","2022","2022-12-31",338
603977,"2022-11-15","2022","2023-11-04",354
1507270,"2021-12-13","2021","2022-02-23",72
872045,"2021-03-20","2021","2022-11-02",592
567705,"2022-10-03","2022","2023-11-26",419
1354052,"2022-05-02","2022","2022-08-24",114
1751802,"2021-07-19","2021","2023-07-01",712
292372,"2022-11-25","2022","2023-03-20",115
12184,"2022-03-10","2022","2022-10-14",218
1848472,"2021-11-01","2021","2022-02-25",116
1219885,"2022-07-16","2022","2023-01-03",171
451937,"2023-06-20","2023","2023-07-22",32
493227,"2022-01-13","2022","2022-12-28",349
246128,"2021-11-23","2021","2023-08-26",641
889752,"2023-07-03","2023","2023-10-27",116
1995906,"2022-11-19","2022","2023-03-02",103
2062379,"2022-05-06","2022","2023-05-26",385
1672664,"2021-08-09","2021","2022-04-29",263
1144180,"2020-12-24","2020","2022-12-28",734
1201958,"2020-01-22","2020","2022-04-14",813
572742,"2022-10-23","2022","2023-12-28",431
1967407,"2021-10-15","2021","2023-02-11",484
1437820,"2020-02-29","2020","2023-02-20",1087
114624,"2020-09-29","2020","2022-12-10",802
540113,"2022-06-10","2022","2022-12-28",201
1411757,"2021-10-15","2021","2022-05-24",221
1982912,"2020-07-29","2020","2022-06-21",692
95492,"2021-02-12","2021","2023-01-26",713
1859786,"2020-11-14","2020","2023-02-16",824
931356,"2021-03-26","2021","2023-07-13",839
287961,"2020-02-21","2020","2022-02-18",728
2024206,"2022-12-10","2022","2022-12-14",4
1354124,"2022-06-09","2022","2023-07-16",402
1101264,"2021-12-23","2021","2022-09-10",261
237072,"2022-05-26","2022","2022-08-06",72
572241,"2020-05-16","2020","2023-02-22",1012
1243448,"2020-01-24","2020","2022-05-09",836
882389,"2020-06-04","2020","2023-09-04",1187
1296690,"2022-11-18","2022","2023-12-25",402
1681030,"2023-08-01","2023","2023-08-24",23
1694775,"2022-11-12","2022","2023-03-06",114
1253077,"2020-02-10","2020","2023-02-04",1090
1767647,"2021-12-29","2021","2022-11-29",335
1973470,"2022-02-10","2022","2023-05-02",446
496377,"2022-07-07","2022","2023-05-24",321
405904,"2022-07-23","2022","2023-10-23",457
687506,"2022-06-17","2022","2022-12-09",175
1070041,"2020-01-28","2020","2023-08-16",1296
1238174,"2021-06-07","2021","2023-03-01",632
117000,"2022-04-25","2022","2022-08-03",100
1657981,"2021-03-10","2021","2022-09-21",560
1490618,"2020-07-20","2020","2023-01-11",905
1155024,"2020-01-02","2020","2022-08-01",942
1332281,"2021-07-23","2021","2022-05-26",307
834355,"2022-05-28","2022","2022-07-13",46
633460,"2022-05-02","2022","2022-11-17",199
1785250,"2022-06-29","2022","2022-12-16",170
1637704,"2022-12-31","2022","2023-02-02",33
2006338,"2020-03-26","2020","2023-09-27",1280
238023,"2020-02-19","2020","2022-10-27",981
1338635,"2020-10-13","2020","2022-07-15",640
1497077,"2021-12-19","2021","2022-07-28",221
505127,"2022-10-17","2022","2022-11-23",37
417196,"2020-04-13","2020","2020-07-05",83
804670,"2022-05-29","2022","2022-08-19",82
2005558,"2021-08-04","2021","2023-12-04",852
527112,"2021-11-25","2021","2023-01-26",427
2039657,"2022-07-07","2022","2022-11-14",130
534398,"2021-10-28","2021","2022-06-30",245
1047471,"2021-11-28","2021","2023-05-05",523
2008866,"2022-08-13","2022","2023-07-12",333
1529006,"2020-10-10","2020","2022-07-13",641
1511948,"2020-06-02","2020","2022-05-28",725
1979613,"2021-09-03","2021","2023-06-26",661
248836,"2020-04-25","2020","2023-07-27",1188
1823843,"2021-01-28","2021","2021-09-29",244
2072417,"2022-01-05","2022","2023-06-22",533
1459229,"2022-05-11","2022","2023-05-31",385
818650,"2022-11-26","2022","2023-01-14",49
1875419,"2022-02-21","2022","2023-09-21",577
566505,"2022-06-08","2022","2023-11-06",516
1868144,"2021-08-24","2021","2022-12-28",491
500447,"2022-05-30","2022","2022-10-07",130
1711108,"2022-02-12","2022","2023-02-12",365
1548215,"2022-03-16","2022","2022-03-17",1
1870540,"2021-06-03","2021","2021-06-23",20
1542521,"2021-05-04","2021","2023-01-11",617
136496,"2022-07-14","2022","2023-10-23",466
1074549,"2021-05-22","2021","2021-11-26",188
1031708,"2020-02-07","2020","2023-01-14",1072
1587070,"2022-09-04","2022","2022-09-30",26
1393446,"2021-06-10","2021","2021-07-23",43
1623197,"2020-04-04","2020","2020-06-02",59
556430,"2022-03-30","2022","2023-10-04",553
1256413,"2023-02-22","2023","2023-12-05",286
1668087,"2020-02-24","2020","2021-06-18",480
1401944,"2022-12-21","2022","2023-06-21",182
707059,"2022-11-22","2022","2023-03-08",106
1247119,"2021-05-27","2021","2021-07-10",44
1938724,"2020-02-08","2020","2022-07-23",896
1500185,"2021-12-05","2021","2022-02-20",77
216176,"2022-06-06","2022","2022-12-06",183
72918,"2020-02-08","2020","2022-11-08",1004
1447082,"2022-02-19","2022","2022-12-03",287
286733,"2021-06-29","2021","2022-06-26",362
1747977,"2021-09-11","2021","2022-10-03",387
1716788,"2020-01-17","2020","2021-08-27",588
675383,"2020-02-08","2020","2023-05-27",1204
436233,"2022-01-08","2022","2023-07-24",562
144367,"2020-01-05","2020","2022-02-10",767
1559126,"2022-05-11","2022","2022-05-20",9
140725,"2021-10-09","2021","2022-08-12",307
1305294,"2022-03-10","2022","2023-11-11",611
897570,"2022-01-29","2022","2023-02-14",381
1481500,"2020-03-07","2020","2022-04-20",774
594453,"2021-05-03","2021","2022-02-10",283
999924,"2021-08-11","2021","2022-06-16",309
1745291,"2020-04-27","2020","2022-11-09",926
118600,"2021-08-12","2021","2022-02-27",199
1913230,"2022-11-05","2022","2022-12-21",46
1808840,"2020-08-18","2020","2022-07-22",703
1038742,"2020-04-30","2020","2020-05-09",9
1409075,"2022-05-12","2022","2023-11-29",566
1435687,"2022-03-29","2022","2023-09-27",547
557247,"2023-03-01","2023","2023-03-02",1
1466880,"2021-10-21","2021","2022-04-20",181
1489983,"2021-12-21","2021","2022-09-17",270
521600,"2022-02-04","2022","2022-06-25",141
731384,"2022-01-27","2022","2023-06-03",492
1138569,"2020-01-07","2020","2022-12-24",1082
1932657,"2022-08-06","2022","2023-01-03",150
523378,"2020-12-03","2020","2022-10-26",692
584402,"2021-12-12","2021","2022-04-06",115
1598119,"2021-05-08","2021","2021-12-16",222
383071,"2021-05-24","2021","2023-07-12",779
818459,"2021-09-15","2021","2022-09-08",358
2061138,"2023-03-22","2023","2023-10-26",218
1515625,"2023-10-24","2023","2023-11-02",9
2083943,"2022-02-02","2022","2023-02-07",370
1929781,"2022-08-13","2022","2022-12-24",133
1252001,"2020-03-18","2020","2021-11-19",611
29229,"2022-09-15","2022","2023-01-05",112
1550190,"2022-06-18","2022","2023-05-13",329
192848,"2022-02-26","2022","2022-05-05",68
1887360,"2022-11-09","2022","2023-12-23",409
364155,"2022-04-27","2022","2022-12-22",239
1028056,"2023-07-15","2023","2023-07-24",9
1300750,"2022-01-05","2022","2022-06-10",156
330130,"2023-01-21","2023","2023-05-27",126
1480451,"2021-06-16","2021","2021-10-23",129
1873178,"2021-04-20","2021","2022-12-02",591
1289262,"2021-08-25","2021","2022-09-12",383
59338,"2022-08-24","2022","2022-11-22",90
1431409,"2022-07-01","2022","2023-02-07",221
314865,"2022-10-15","2022","2022-12-19",65
871469,"2021-11-03","2021","2022-12-07",399
1864105,"2022-02-24","2022","2023-05-25",455
672709,"2022-11-26","2022","2023-03-04",98
892278,"2020-05-04","2020","2022-07-16",803
1425966,"2021-08-04","2021","2023-01-06",520
326298,"2021-02-25","2021","2022-12-20",663
1297801,"2021-05-19","2021","2022-02-12",269
911325,"2021-05-22","2021","2021-09-13",114
1121060,"2023-09-15","2023","2023-09-16",1
1525449,"2020-01-09","2020","2022-05-31",873
267539,"2020-02-12","2020","2022-01-19",707
1511238,"2023-05-18","2023","2023-07-13",56
639195,"2021-01-02","2021","2023-06-28",907
254685,"2020-09-02","2020","2022-10-28",786
313144,"2022-07-14","2022","2022-08-10",27
1254275,"2022-04-06","2022","2022-05-29",53
39710,"2020-01-09","2020","2022-09-20",985
1980883,"2022-06-20","2022","2022-10-29",131
893516,"2022-08-08","2022","2023-10-05",423
1316616,"2022-08-18","2022","2023-12-12",481
1143311,"2023-12-17","2023","2023-12-20",3
586333,"2022-01-08","2022","2022-01-19",11
1570092,"2022-06-22","2022","2023-08-17",421
877017,"2021-09-24","2021","2022-08-19",329
289337,"2023-06-23","2023","2023-11-27",157
1222689,"2023-02-04","2023","2023-09-13",221
627836,"2021-10-29","2021","2021-12-29",61
1366461,"2020-05-23","2020","2022-03-08",654
1656613,"2022-08-01","2022","2022-12-22",143
627523,"2022-08-09","2022","2023-07-14",339
133904,"2021-07-15","2021","2022-05-31",320
1672329,"2020-02-12","2020","2022-12-15",1037
1242630,"2021-11-13","2021","2023-02-16",460
853110,"2021-09-17","2021","2022-02-17",153
1925804,"2021-03-20","2021","2023-12-21",1006
1845566,"2022-11-04","2022","2022-12-10",36
1455518,"2021-08-23","2021","2023-10-17",785
992186,"2021-09-03","2021","2022-12-02",455
1499243,"2022-02-04","2022","2023-01-13",343
603480,"2021-12-18","2021","2022-09-24",280
1350321,"2021-11-30","2021","2022-10-03",307
459343,"2021-09-23","2021","2021-10-07",14
1602724,"2020-02-13","2020","2022-08-11",910
1735029,"2022-05-16","2022","2022-09-03",110
862767,"2023-01-19","2023","2023-09-21",245
1753353,"2021-12-27","2021","2022-04-14",108
1938752,"2023-08-21","2023","2023-12-19",120
441680,"2023-05-30","2023","2023-06-20",21
114389,"2022-11-16","2022","2023-09-04",292
473032,"2022-06-01","2022","2023-12-06",553
1979738,"2020-01-20","2020","2023-02-09",1116
1333413,"2022-03-15","2022","2023-10-16",580
1530833,"2023-05-03","2023","2023-07-08",66
627050,"2023-02-09","2023","2023-05-27",107
821603,"2021-01-09","2021","2023-06-08",880
55996,"2023-01-01","2023","2023-12-26",359
1809165,"2021-07-07","2021","2021-09-17",72
1215701,"2020-05-01","2020","2022-01-08",617
1522943,"2020-02-25","2020","2022-03-09",743
1449450,"2021-10-29","2021","2022-05-12",195
857056,"2022-05-19","2022","2022-09-12",116
847000,"2021-06-02","2021","2021-11-24",175
217904,"2022-06-30","2022","2023-09-11",438
69627,"2022-11-03","2022","2023-05-15",193
1401050,"2022-01-21","2022","2022-03-02",40
888158,"2021-07-06","2021","2022-11-24",506
606531,"2022-09-26","2022","2023-02-18",145
1732895,"2020-09-09","2020","2022-07-02",661
1460362,"2020-12-31","2020","2021-11-25",329
1549086,"2020-01-01","2020","2023-06-03",1249
1875086,"2020-02-21","2020","2021-11-18",636
293294,"2021-10-09","2021","2023-06-10",609
313124,"2021-11-30","2021","2022-05-26",177
1344301,"2022-05-05","2022","2022-07-15",71
2086197,"2020-02-27","2020","2020-08-15",170
1141253,"2021-05-28","2021","2022-11-20",541
321403,"2022-02-26","2022","2022-06-22",116
23141,"2021-12-18","2021","2022-06-25",189
450564,"2023-10-26","2023","2023-11-02",7
2060142,"2021-02-22","2021","2021-08-25",184
1307092,"2022-02-04","2022","2022-08-01",178
1539338,"2020-01-01","2020","2023-03-01",1155
250705,"2022-07-02","2022","2023-10-25",480
1706096,"2021-05-31","2021","2022-02-24",269
1375607,"2021-09-25","2021","2023-01-26",488
745925,"2020-02-01","2020","2022-06-23",873
1278702,"2021-02-20","2021","2023-10-17",969
1846224,"2020-08-27","2020","2023-06-04",1011
256749,"2020-01-08","2020","2023-08-10",1310
1449092,"2022-11-22","2022","2023-03-14",112
453609,"2022-08-23","2022","2023-09-30",403
1599361,"2020-01-10","2020","2022-07-22",924
1321290,"2022-07-18","2022","2022-09-17",61
1294848,"2022-02-12","2022","2022-08-10",179
2013993,"2022-08-24","2022","2023-12-16",479
1256594,"2020-02-23","2020","2023-05-03",1165
2072143,"2022-07-09","2022","2022-10-08",91
53703,"2021-10-30","2021","2022-01-04",66
1621405,"2022-08-23","2022","2023-10-09",412
