"customerkey","total","cohort_year","customer_group","m_1","m_3","m_6","m_12"
1229930,46.85898,"2022","Low Value","0","0","0","0"
1230067,652.545,"2023","Medium Value","0","0","0","0"
1230100,719.64,"2021","Medium Value","0","0","0","0"
1230228,3727.2950999999994,"2022","Medium Value","0","0","1","0"
1230285,1853.9757,"2022","Medium Value","0","0","0","0"
1230306,397.07280000000003,"2021","Low Value","0","0","0","0"
1230412,261.74796000000003,"2022","Low Value","0","0","0","0"
1230532,2086.9251000000004,"2024","Medium Value","0","0","0","0"
1230543,1989.7115,"2022","Medium Value","0","0","0","0"
1230571,33.208,"2020","Low Value","0","0","0","0"
1230777,2100.3332100000002,"2021","Medium Value","0","0","0","1"
1230782,10749.2837,"2023","High Value","0","0","0","0"
1230807,68.55912000000001,"2020","Low Value","0","0","0","0"
1230913,1118.2,"2022","Medium Value","0","0","0","0"
1230959,330.6,"2024","Low Value","0","0","0","0"
1231114,2889.27,"2021","Medium Value","0","0","0","0"
1231170,612.045,"2022","Low Value","0","0","0","0"
1231371,1451.85634,"2022","Medium Value","0","0","0","0"
1231675,3861.765,"2021","Medium Value","0","1","0","0"
1231727,2184.348,"2020","Medium Value","0","0","0","0"
1231911,462.7822,"2022","Low Value","0","0","0","0"
1231914,1003.21,"2021","Medium Value","0","1","0","0"
1231949,3530.6900000000005,"2023","High Value","0","0","0","0"
1231984,589.64724,"2021","Low Value","0","0","0","0"
1232056,1801.53143,"2022","Medium Value","0","0","0","0"
1232168,7485.22558,"2020","High Value","0","0","1","0"
1232195,4121.8242,"2022","High Value","0","1","0","0"
1232196,710.316,"2023","Medium Value","0","0","0","0"
1232200,40.19,"2023","Low Value","0","0","0","0"
1232313,2542.34052,"2020","Medium Value","0","0","0","0"
1232530,1860.17528,"2021","Medium Value","0","0","0","0"
1232573,53.515,"2021","Low Value","0","0","0","0"
1232616,499.9,"2022","Low Value","0","0","0","0"
1232812,5953.765800000001,"2021","High Value","0","0","0","1"
1232826,851.1291000000001,"2022","Medium Value","0","0","0","0"
1232841,15551.632,"2020","High Value","1","0","0","0"
1232901,5338.95608,"2021","High Value","0","0","0","0"
1232972,301.548,"2020","Low Value","0","0","0","0"
1232983,1054.5408,"2022","Medium Value","0","0","0","0"
1232989,8155.150999999999,"2022","High Value","0","0","1","0"
1233012,6575.475979999999,"2021","High Value","0","1","0","0"
1233041,8909.22718,"2021","High Value","0","1","0","1"
1233124,299,"2024","Low Value","0","0","0","0"
1233130,293.7,"2023","Low Value","0","0","0","0"
1233266,1409.89356,"2021","Medium Value","0","0","0","0"
1233391,256.23,"2021","Low Value","0","0","0","0"
1233494,2766.63,"2020","Medium Value","0","0","0","0"
1233519,2701.7132,"2024","High Value","0","0","0","0"
1233591,54.11556,"2021","Low Value","0","0","0","0"
1233618,1195.905,"2022","Medium Value","0","0","0","0"
1233664,217.4913,"2022","Low Value","0","0","0","0"
1233764,111.12,"2023","Low Value","0","0","0","0"
1233807,5113.36347,"2022","High Value","0","0","0","0"
1233943,2080.6,"2021","Medium Value","0","0","0","0"
1234015,14346.265,"2021","High Value","0","0","0","0"
1234020,507.29999999999995,"2020","Medium Value","0","0","0","0"
1234070,2538.102,"2020","Medium Value","0","0","0","0"
1234091,851.8199999999999,"2024","Medium Value","0","0","0","0"
1234192,1015.9975000000001,"2021","Medium Value","0","0","0","0"
1234205,41.94,"2023","Low Value","0","0","0","0"
1234254,4469.9906,"2021","High Value","0","0","0","0"
1234274,1302.4107000000001,"2023","Medium Value","0","0","0","1"
1234295,5587.7519999999995,"2022","High Value","0","0","0","1"
1234412,4355.61302,"2021","High Value","0","0","1","0"
1234441,14738.63868,"2021","High Value","0","0","0","0"
1234462,143.96,"2022","Low Value","0","0","0","0"
1234672,629.1,"2022","Medium Value","0","0","0","0"
1234739,4697.7559200000005,"2022","High Value","0","0","1","0"
1234740,2180.34,"2020","Medium Value","0","0","0","0"
1234962,393.73,"2023","Low Value","0","0","0","0"
1235031,1766.747,"2021","Medium Value","0","0","0","0"
1235102,1834.0296,"2023","Medium Value","0","0","0","0"
1235139,482.94,"2021","Low Value","0","0","0","0"
1235160,1088.4933999999998,"2022","Medium Value","0","0","0","0"
1235226,1167.99,"2022","Medium Value","0","0","0","1"
1235374,8909.68,"2021","High Value","0","0","0","0"
1235427,2600.7599999999998,"2022","Medium Value","0","0","0","0"
1235607,3294.323,"2022","Medium Value","0","0","0","0"
1235688,2654.09796,"2020","Medium Value","0","0","0","0"
1235806,4178.1325,"2020","High Value","0","0","0","0"
1235848,10216.177,"2021","High Value","0","0","1","0"
1235950,2140.3199999999997,"2022","Medium Value","0","0","0","0"
1235993,1420.73,"2023","Medium Value","0","0","0","0"
1236087,5215.26,"2022","High Value","0","0","0","0"
1236182,1074.0720000000001,"2022","Medium Value","0","0","0","0"
1236399,213.90843,"2022","Low Value","0","0","0","0"
1236892,5243.91355,"2021","High Value","0","0","0","0"
1237000,37.34262,"2020","Low Value","0","0","0","0"
1237117,1543.726,"2023","Medium Value","0","0","0","0"
1237178,499.8648,"2023","Medium Value","0","0","0","0"
1237316,5306.2523,"2023","High Value","0","0","0","0"
1237330,225.064,"2022","Low Value","0","0","0","0"
1237522,9121.95,"2021","High Value","0","0","0","0"
1237603,2166.81474,"2021","Medium Value","0","0","0","0"
1237626,3687.904,"2022","Medium Value","0","0","0","0"
1237684,3067.889,"2022","Medium Value","0","0","0","0"
1237735,3394.8720000000003,"2020","High Value","0","0","0","0"
1237838,10987.28169,"2020","High Value","0","0","0","0"
1237896,4090.605,"2024","High Value","0","0","0","0"
1237901,5719.881,"2022","High Value","0","0","0","0"
1238174,2488.6277999999998,"2021","Medium Value","0","0","0","0"
1238185,1436.300365,"2020","Medium Value","0","0","0","1"
1238240,1404.33,"2022","Medium Value","0","0","0","0"
1238341,23451.05515,"2021","High Value","0","0","1","0"
1238397,2970,"2020","Medium Value","0","0","0","0"
1238445,24671.4744,"2021","High Value","0","0","1","0"
1238643,7891.809799999999,"2022","High Value","0","0","1","1"
1238747,192.72,"2023","Low Value","0","0","0","0"
1238896,6941.8358,"2023","High Value","0","0","0","0"
1239096,257.84,"2022","Low Value","0","0","0","0"
1239097,2116,"2023","Medium Value","0","0","0","0"
1239146,1520.29783,"2020","Medium Value","0","0","0","0"
1239268,1885.52,"2024","Medium Value","0","0","0","0"
1239458,1642.23,"2024","Medium Value","0","0","0","0"
1239511,3754.108,"2023","High Value","0","0","0","0"
1239754,2843.82203,"2021","Medium Value","0","0","0","0"
1239840,6774.41576,"2022","High Value","0","0","0","0"
1239890,145.2,"2023","Low Value","0","0","0","0"
1240003,977.04,"2022","Medium Value","0","0","0","0"
1240150,3423,"2021","Medium Value","0","0","0","0"
1240310,7601.271159999999,"2021","High Value","0","0","0","0"
1240436,1133.17,"2022","Medium Value","0","0","0","0"
1240518,1708.219,"2021","Medium Value","0","0","0","0"
1240592,730.2909999999999,"2023","Medium Value","0","0","0","0"
1240689,798.1196,"2020","Medium Value","0","0","0","0"
1240702,2346.816,"2022","Medium Value","0","1","1","0"
1240718,2960.3925,"2020","Medium Value","0","0","0","0"
1240723,244.7,"2023","Low Value","0","0","0","0"
1240955,293.04,"2023","Low Value","0","0","0","0"
1241020,10840.873599999999,"2023","High Value","0","0","1","0"
1241127,3377.5370000000003,"2022","Medium Value","0","0","1","0"
1241157,64.1421,"2022","Low Value","0","0","0","0"
1241265,2054.68011,"2022","Medium Value","0","0","0","0"
1241270,876.5220999999999,"2023","Medium Value","0","0","0","0"
1241305,4.275,"2022","Low Value","0","0","0","0"
1241342,1622.16,"2022","Medium Value","0","0","0","0"
1241347,14131.442,"2020","High Value","0","0","0","0"
1241465,10453.805760000001,"2021","High Value","0","0","0","0"
1241535,2632,"2024","Medium Value","0","0","0","0"
1241688,4416.84016,"2022","High Value","0","0","0","1"
1241729,18128.72715,"2022","High Value","0","0","0","0"
1241752,1429.1,"2022","Medium Value","0","1","0","0"
1241769,2379.6,"2022","Medium Value","0","0","1","0"
1241840,3333.5292000000004,"2022","Medium Value","0","0","0","0"
1241866,44.97,"2023","Low Value","0","0","0","0"
1241951,3492.1391,"2023","High Value","0","0","0","0"
1242127,1198.539,"2021","Medium Value","0","0","0","0"
1242309,1942.64634,"2022","Medium Value","1","1","0","0"
1242364,93.15,"2020","Low Value","0","0","0","0"
1242425,2393.34,"2023","Medium Value","0","0","0","0"
1242461,9095.050799999999,"2022","High Value","0","1","0","0"
1242472,777.9711,"2023","Medium Value","0","0","0","0"
1242529,1955.64,"2020","Medium Value","0","0","0","0"
1242621,3955.7365599999994,"2022","High Value","0","0","0","0"
1242630,3206,"2021","Medium Value","0","0","0","0"
1242677,1161.82616,"2020","Medium Value","0","0","0","0"
1242744,1477.845,"2020","Medium Value","0","0","0","0"
1242796,13.023900000000001,"2022","Low Value","0","0","0","0"
1243085,2209.206,"2021","Medium Value","0","0","0","0"
1243241,613.833,"2023","Medium Value","0","0","0","0"
1243250,923.42,"2024","Medium Value","0","0","0","0"
1243342,2453.36,"2023","Medium Value","0","0","0","0"
1243448,532.933,"2020","Medium Value","0","0","0","0"
1243456,2654.62441,"2022","Medium Value","0","0","0","0"
1243638,831.42,"2021","Medium Value","0","0","0","0"
1243659,4819.5,"2022","High Value","0","0","0","0"
1243917,6736.5,"2020","High Value","0","0","0","0"
1244160,21.16954,"2020","Low Value","0","0","0","0"
1244256,11211.8445,"2020","High Value","0","0","0","0"
1244322,2600.10604,"2021","Medium Value","0","0","0","0"
1244359,2435.8199999999997,"2023","Medium Value","0","0","0","0"
1244457,4028.3459999999995,"2022","High Value","0","0","0","0"
1244719,106.38971000000001,"2022","Low Value","0","0","1","0"
1244818,95.9,"2023","Low Value","0","0","0","0"
1244935,150.41,"2023","Low Value","0","0","0","0"
1245006,10.6722,"2023","Low Value","0","0","0","0"
1245011,44.90304,"2022","Low Value","0","0","0","0"
1245054,511.13,"2023","Medium Value","0","0","0","0"
1245103,1070.3,"2022","Medium Value","0","0","0","0"
1245171,301,"2024","Low Value","0","0","0","0"
1245175,4621.363200000001,"2023","High Value","0","0","0","0"
1245190,9301.1737,"2023","High Value","0","0","0","0"
1245292,443.46279999999996,"2023","Low Value","0","0","0","0"
1245336,847.6119999999999,"2022","Medium Value","0","0","0","0"
1245447,7345.89695,"2021","High Value","0","0","0","0"
1245501,2584.279,"2022","Medium Value","0","1","0","0"
1245559,403.205,"2022","Low Value","0","0","0","0"
1245705,2052,"2023","Medium Value","0","0","0","1"
1245919,4490.4924,"2023","High Value","1","0","0","0"
1246072,69.52,"2022","Low Value","0","0","0","0"
1246126,369,"2023","Low Value","0","0","0","0"
1246192,8.44074,"2020","Low Value","0","0","0","0"
1246322,172,"2023","Low Value","0","0","0","0"
1246401,958.2474,"2020","Medium Value","0","0","0","0"
1246972,4450.09,"2023","High Value","0","0","0","0"
1247012,571.948,"2021","Low Value","0","0","0","0"
1247028,12631.5186,"2023","High Value","0","0","0","0"
1247097,274.96662,"2020","Low Value","0","0","0","0"
1247111,10479.31,"2023","High Value","0","0","0","0"
1247119,1007.3149999999999,"2021","Medium Value","0","1","0","0"
1247152,734.5260000000001,"2022","Medium Value","0","0","0","0"
1247195,982,"2023","Medium Value","0","0","0","0"
1247286,34.6833,"2024","Low Value","0","0","0","0"
1247430,1173.0875999999998,"2023","Medium Value","0","0","0","0"
1247611,1424.081,"2021","Medium Value","0","0","0","0"
1247620,3073.407,"2021","Medium Value","0","0","0","1"
1247816,665.2535,"2023","Medium Value","0","0","0","0"
1247853,134.64,"2022","Low Value","0","0","0","0"
1247899,5109.9541,"2022","High Value","0","0","0","0"
1247919,2993.364,"2021","Medium Value","0","0","0","0"
1248046,389.73456,"2021","Low Value","0","0","0","0"
1248088,5769.29,"2023","High Value","0","0","0","0"
1248095,840,"2021","Medium Value","0","0","0","0"
1248105,2387.022,"2020","Medium Value","0","0","0","0"
1248178,1761.92,"2023","Medium Value","0","0","0","0"
1248229,5500.158,"2020","High Value","0","0","0","0"
1248347,1118.59716,"2021","Medium Value","0","0","1","0"
1248457,488.70000000000005,"2022","Low Value","0","0","0","0"
1248487,2725.7911,"2024","High Value","0","0","0","0"
1248622,7935.894499999999,"2022","High Value","0","0","0","1"
1248697,2257,"2023","Medium Value","0","0","0","0"
1248723,406.19154000000003,"2022","Low Value","0","0","0","0"
1248883,463.92,"2022","Low Value","0","0","0","0"
1249006,3174.24,"2021","Medium Value","0","0","0","0"
1249054,1731.87,"2022","Medium Value","0","0","0","0"
1249144,9550.5518,"2022","High Value","0","1","0","0"
1249168,3933.35174,"2021","Medium Value","0","0","0","0"
1249170,3086.102,"2022","Medium Value","1","0","0","0"
1249200,2685.561,"2022","Medium Value","0","0","0","0"
1249370,11184.976600000002,"2023","High Value","0","0","0","0"
1249420,866.1727999999999,"2023","Medium Value","0","0","0","0"
1249652,1803.42,"2022","Medium Value","0","0","0","0"
1249719,1406.64564,"2021","Medium Value","0","1","0","0"
1249729,616.4706000000001,"2023","Medium Value","0","0","0","0"
1249794,5836.1444200000005,"2022","High Value","0","1","0","0"
1249899,74.087,"2022","Low Value","0","0","0","0"
1249972,310.94804,"2022","Low Value","0","0","0","0"
1250354,1202.136,"2020","Medium Value","0","0","0","0"
1250511,2450.29628,"2022","Medium Value","0","0","0","1"
1250512,530.98,"2022","Low Value","0","0","0","0"
1250712,188.34,"2023","Low Value","0","0","0","0"
1250767,2430.29,"2023","Medium Value","0","0","0","0"
1250788,17.3826,"2022","Low Value","0","0","0","0"
1250934,1808.9045999999998,"2022","Medium Value","0","0","0","0"
1251045,1518.6229,"2023","Medium Value","0","0","0","0"
1251098,5475.2736,"2022","High Value","0","0","0","1"
1251215,2766.141,"2023","Medium Value","0","0","0","0"
1251330,6901.248500000001,"2022","High Value","0","0","0","0"
1251370,2221.8,"2022","Medium Value","0","0","0","0"
1251394,2248.425,"2022","Medium Value","0","0","0","0"
1251439,7514.77686,"2022","High Value","0","0","0","1"
1251537,2845,"2023","Medium Value","0","0","0","0"
1251625,1454.74772,"2022","Medium Value","0","0","1","0"
1251627,2700.6292,"2022","Medium Value","0","0","0","1"
1251681,8066.99802,"2021","High Value","0","0","0","1"
1251683,4493.45915,"2021","High Value","0","0","0","0"
1251704,26.18616,"2021","Low Value","0","0","0","0"
1251876,1347.9122000000002,"2023","Medium Value","0","0","0","1"
1251925,160,"2023","Low Value","0","0","0","0"
1251933,3601.933,"2022","Medium Value","0","0","1","0"
1252001,935.494065,"2020","Medium Value","0","0","0","0"
1252171,4961.979159999999,"2021","High Value","0","0","0","0"
1252373,14148.919999999998,"2024","High Value","0","0","0","0"
1252378,459.9424,"2022","Low Value","0","0","0","0"
1252410,842.3532,"2020","Medium Value","0","0","0","0"
1252688,277.06199999999995,"2020","Low Value","0","0","0","0"
1252795,1094.95,"2022","Medium Value","0","0","1","0"
1252889,6108.68976,"2022","High Value","0","0","0","0"
1252922,1494.194,"2020","Medium Value","0","0","1","1"
1253018,1618.3274999999999,"2022","Medium Value","0","0","0","0"
1253077,52.37232,"2020","Low Value","0","0","0","0"
1253078,750.085,"2021","Medium Value","0","0","0","1"
1253113,2101.21317,"2020","Medium Value","0","0","0","0"
1253308,2643.1412,"2023","Medium Value","0","0","0","0"
1253388,566.2700000000001,"2023","Medium Value","0","0","0","0"
1253397,11442.8407,"2021","High Value","0","0","1","1"
1253632,26.64,"2023","Low Value","0","0","0","0"
1253654,649.55202,"2021","Medium Value","0","0","0","0"
1253672,2538.7636,"2022","Medium Value","0","0","0","0"
1253876,1067.5638,"2020","Medium Value","0","0","0","0"
1253883,2366.3518,"2023","Medium Value","0","0","0","0"
1253984,1912.9623,"2021","Medium Value","0","0","0","0"
1254266,581.16,"2022","Low Value","0","0","0","0"
1254275,9803.2905,"2022","High Value","0","1","0","0"
1254301,2725.80416,"2022","Medium Value","0","0","0","0"
1254327,180.6,"2022","Low Value","0","0","0","0"
1254506,2179.6135,"2023","Medium Value","0","1","0","0"
1254525,83.07684,"2021","Low Value","0","0","0","0"
1254672,732.58944,"2020","Medium Value","0","0","0","0"
1254692,3027.2144599999997,"2022","Medium Value","0","0","1","1"
1254784,9649.91504,"2022","High Value","0","0","0","0"
1254877,608.3766,"2020","Medium Value","0","0","0","0"
1254944,1650.8799999999999,"2021","Medium Value","0","0","0","0"
1255025,1928.315,"2021","Medium Value","0","0","0","1"
1255059,1825.2012,"2022","Medium Value","0","1","0","0"
1255089,8531.21325,"2021","High Value","0","0","0","0"
1255226,12941.1614,"2024","High Value","0","0","0","0"
1255277,2922.405,"2022","Medium Value","0","0","0","0"
1255322,418.5,"2022","Low Value","0","0","0","0"
1255437,4274.224099999999,"2022","High Value","0","0","1","0"
1255517,6471.869999999999,"2023","High Value","0","0","0","0"
1255575,376.6,"2020","Low Value","0","0","0","0"
1255650,1499.231,"2022","Medium Value","0","0","0","0"
1255665,7308.6597,"2020","High Value","0","0","0","0"
1255869,227.7,"2022","Low Value","0","0","0","0"
1255902,12.582,"2022","Low Value","0","0","0","0"
1255984,4479.4,"2024","High Value","0","0","0","0"
1256065,584.0999999999999,"2021","Low Value","0","0","0","0"
1256114,308.82852,"2022","Low Value","0","0","0","0"
